"Date Printed: Sunday, January 26, 2025 9:48:28 PM"
Title: "HIV prevalence | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alameda County, CA | Alpine County, CA | Amador County, CA | Butte County, CA | Calaveras County, CA | Colusa County, CA | Contra Costa County, CA | Del Norte County, CA | El Dorado County, CA | Fresno County, CA | Glenn County, CA | Humboldt County, CA | Imperial County, CA | Inyo County, CA | Kern County, CA | Kings County, CA | Lake County, CA | Lassen County, CA | Los Angeles County, CA | Madera County, CA | Marin County, CA | Mariposa County, CA | Mendocino County, CA | Merced County, CA | Modoc County, CA | Mono County, CA | Monterey County, CA | Napa County, CA | Nevada County, CA | Orange County, CA | Placer County, CA | Plumas County, CA | Riverside County, CA | Sacramento County, CA | San Benito County, CA | San Bernardino County, CA | San Diego County, CA | San Francisco County, CA | San Joaquin County, CA | San Luis Obispo County, CA | San Mateo County, CA | Santa Barbara County, CA | Santa Clara County, CA | Santa Cruz County, CA | Shasta County, CA | Sierra County, CA | Siskiyou County, CA | Solano County, CA | Sonoma County, CA | Stanislaus County, CA | Sutter County, CA | Tehama County, CA | Trinity County, CA | Tulare County, CA | Tuolumne County, CA | Ventura County, CA | Yolo County, CA | Yuba County, CA | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiracial | Native Hawaiian/Other Pacific Islander | White | Both sexes | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   Prevalence data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
   ^ Jurisdiction with incomplete reporting of deaths for most recent year.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,State,County,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2018","CA","San Mateo County","San Mateo County, CA","06081","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","12","139.7","8,589"
"HIV prevalence","2018","CA","San Mateo County","San Mateo County, CA","06081","Ages 13 years and older","White","Both sexes","All transmission categories","668","251.7","265,399"
"HIV prevalence","2018","CA","San Mateo County","San Mateo County, CA","06081","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","58","314.2","18,459"
"HIV prevalence","2018","CA","Santa Barbara County","Santa Barbara County, CA","06083","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,671"
"HIV prevalence","2018","CA","Santa Barbara County","Santa Barbara County, CA","06083","Ages 13 years and older","Asian","Both sexes","All transmission categories","9","41.1","21,887"
"HIV prevalence","2018","CA","Santa Barbara County","Santa Barbara County, CA","06083","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","27","390.8","6,909"
"HIV prevalence","2018","CA","Santa Barbara County","Santa Barbara County, CA","06083","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","254","164.1","154,755"
"HIV prevalence","2018","CA","Santa Barbara County","Santa Barbara County, CA","06083","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","650"
"HIV prevalence","2018","CA","Santa Barbara County","Santa Barbara County, CA","06083","Ages 13 years and older","White","Both sexes","All transmission categories","234","130.8","178,912"
"HIV prevalence","2018","CA","Santa Barbara County","Santa Barbara County, CA","06083","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","20","247.1","8,095"
"HIV prevalence","2018","CA","Santa Clara County","Santa Clara County, CA","06085","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","6","180.2","3,329"
"HIV prevalence","2018","CA","Santa Clara County","Santa Clara County, CA","06085","Ages 13 years and older","Asian","Both sexes","All transmission categories","379","60.9","622,097"
"HIV prevalence","2018","CA","Santa Clara County","Santa Clara County, CA","06085","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","316","799.2","39,539"
"HIV prevalence","2018","CA","Santa Clara County","Santa Clara County, CA","06085","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,435","375.8","381,902"
"HIV prevalence","2018","CA","Santa Clara County","Santa Clara County, CA","06085","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","6","108.8","5,516"
"HIV prevalence","2018","CA","Santa Clara County","Santa Clara County, CA","06085","Ages 13 years and older","White","Both sexes","All transmission categories","976","182.7","534,305"
"HIV prevalence","2018","CA","Santa Clara County","Santa Clara County, CA","06085","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","153","377.4","40,545"
"HIV prevalence","2018","CA","Santa Cruz County","Santa Cruz County, CA","06087","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","955"
"HIV prevalence","2018","CA","Santa Cruz County","Santa Cruz County, CA","06087","Ages 13 years and older","Asian","Both sexes","All transmission categories","13","109.2","11,901"
"HIV prevalence","2018","CA","Santa Cruz County","Santa Cruz County, CA","06087","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","12","515.0","2,330"
"HIV prevalence","2018","CA","Santa Cruz County","Santa Cruz County, CA","06087","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","176","245.2","71,780"
"HIV prevalence","2018","CA","Santa Cruz County","Santa Cruz County, CA","06087","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","285"
"HIV prevalence","2018","CA","Santa Cruz County","Santa Cruz County, CA","06087","Ages 13 years and older","White","Both sexes","All transmission categories","267","187.3","142,549"
"HIV prevalence","2018","CA","Santa Cruz County","Santa Cruz County, CA","06087","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","13","200.9","6,472"
"HIV prevalence","2018","CA","Shasta County","Shasta County, CA","06089","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,383"
"HIV prevalence","2018","CA","Shasta County","Shasta County, CA","06089","Ages 13 years and older","Asian","Both sexes","All transmission categories","6","133.0","4,512"
"HIV prevalence","2018","CA","Shasta County","Shasta County, CA","06089","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","10","663.0","1,508"
"HIV prevalence","2018","CA","Shasta County","Shasta County, CA","06089","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","19","134.4","14,142"
"HIV prevalence","2018","CA","Shasta County","Shasta County, CA","06089","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","238"
"HIV prevalence","2018","CA","Shasta County","Shasta County, CA","06089","Ages 13 years and older","White","Both sexes","All transmission categories","156","126.2","123,644"
"HIV prevalence","2018","CA","Shasta County","Shasta County, CA","06089","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","9","196.8","4,573"
"HIV prevalence","2018","CA","Sierra County","Sierra County, CA","06091","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","42"
"HIV prevalence","2018","CA","Sierra County","Sierra County, CA","06091","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","17"
"HIV prevalence","2018","CA","Sierra County","Sierra County, CA","06091","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","11"
"HIV prevalence","2018","CA","Sierra County","Sierra County, CA","06091","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","278"
"HIV prevalence","2018","CA","Sierra County","Sierra County, CA","06091","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","3"
"HIV prevalence","2018","CA","Sierra County","Sierra County, CA","06091","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,211"
"HIV prevalence","2018","CA","Sierra County","Sierra County, CA","06091","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","40"
"HIV prevalence","2018","CA","Siskiyou County","Siskiyou County, CA","06093","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,342"
"HIV prevalence","2018","CA","Siskiyou County","Siskiyou County, CA","06093","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","532"
"HIV prevalence","2018","CA","Siskiyou County","Siskiyou County, CA","06093","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","502"
"HIV prevalence","2018","CA","Siskiyou County","Siskiyou County, CA","06093","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,181"
"HIV prevalence","2018","CA","Siskiyou County","Siskiyou County, CA","06093","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","71"
"HIV prevalence","2018","CA","Siskiyou County","Siskiyou County, CA","06093","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","29,239"
"HIV prevalence","2018","CA","Siskiyou County","Siskiyou County, CA","06093","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,377"
"HIV prevalence","2018","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","6","349.2","1,718"
"HIV prevalence","2018","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Asian","Both sexes","All transmission categories","58","96.6","60,013"
"HIV prevalence","2018","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","428","810.0","52,839"
"HIV prevalence","2018","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","264","288.3","91,570"
"HIV prevalence","2018","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","5","153.2","3,264"
"HIV prevalence","2018","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","White","Both sexes","All transmission categories","383","256.8","149,136"
"HIV prevalence","2018","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","79","490.2","16,117"
"HIV prevalence","2018","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","5","165.2","3,027"
"HIV prevalence","2018","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Asian","Both sexes","All transmission categories","23","122.9","18,710"
"HIV prevalence","2018","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","74","1079.7","6,854"
"HIV prevalence","2018","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","260","250.6","103,737"
"HIV prevalence","2018","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","6","439.7","1,365"
"HIV prevalence","2018","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","White","Both sexes","All transmission categories","1,008","354.3","284,476"
"HIV prevalence","2018","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","50","484.3","10,323"
"HIV prevalence","2018","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,483"
"HIV prevalence","2018","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Asian","Both sexes","All transmission categories","27","108.3","24,926"
"HIV prevalence","2018","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","79","656.7","12,031"
"HIV prevalence","2018","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","356","184.6","192,853"
"HIV prevalence","2018","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,333"
"HIV prevalence","2018","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","White","Both sexes","All transmission categories","295","151.2","195,065"
"HIV prevalence","2018","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","32","310.3","10,311"
"HIV prevalence","2018","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","790"
"HIV prevalence","2018","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Asian","Both sexes","All transmission categories","10","74.5","13,428"
"HIV prevalence","2018","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,709"
"HIV prevalence","2018","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","40","178.5","22,411"
"HIV prevalence","2018","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","255"
"HIV prevalence","2018","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","White","Both sexes","All transmission categories","45","119.1","37,779"
"HIV prevalence","2018","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,190"
"HIV prevalence","2018","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,025"
"HIV prevalence","2018","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","700"
"HIV prevalence","2018","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","0","0.0","370"
"HIV prevalence","2018","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","15","126.3","11,881"
"HIV prevalence","2018","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","81"
"HIV prevalence","2018","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","White","Both sexes","All transmission categories","32","85.0","37,633"
"HIV prevalence","2018","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,252"
"HIV prevalence","2018","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","447"
"HIV prevalence","2018","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","136"
"HIV prevalence","2018","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","60"
"HIV prevalence","2018","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","760"
"HIV prevalence","2018","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","21"
"HIV prevalence","2018","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,198"
"HIV prevalence","2018","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","440"
"HIV prevalence","2018","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,733"
"HIV prevalence","2018","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Asian","Both sexes","All transmission categories","8","61.8","12,950"
"HIV prevalence","2018","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","19","411.4","4,619"
"HIV prevalence","2018","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","280","125.4","223,302"
"HIV prevalence","2018","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","366"
"HIV prevalence","2018","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","White","Both sexes","All transmission categories","150","132.9","112,859"
"HIV prevalence","2018","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","6","135.8","4,417"
"HIV prevalence","2018","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","707"
"HIV prevalence","2018","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","610"
"HIV prevalence","2018","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","980"
"HIV prevalence","2018","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,485"
"HIV prevalence","2018","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","97"
"HIV prevalence","2018","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","38,771"
"HIV prevalence","2018","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,118"
"HIV prevalence","2018","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","2,220"
"HIV prevalence","2018","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Asian","Both sexes","All transmission categories","25","46.0","54,360"
"HIV prevalence","2018","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","51","389.2","13,105"
"HIV prevalence","2018","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","548","193.9","282,665"
"HIV prevalence","2018","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","2","156.9","1,275"
"HIV prevalence","2018","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","White","Both sexes","All transmission categories","401","117.4","341,524"
"HIV prevalence","2018","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","48","327.6","14,654"
"HIV prevalence","2018","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","979"
"HIV prevalence","2018","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Asian","Both sexes","All transmission categories","11","38.1","28,877"
"HIV prevalence","2018","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","29","633.4","4,578"
"HIV prevalence","2018","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","98","179.1","54,719"
"HIV prevalence","2018","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","834"
"HIV prevalence","2018","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","White","Both sexes","All transmission categories","124","137.2","90,404"
"HIV prevalence","2018","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","17","253.2","6,713"
"HIV prevalence","2018","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,053"
"HIV prevalence","2018","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,110"
"HIV prevalence","2018","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","9","400.2","2,249"
"HIV prevalence","2018","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","22","135.9","16,190"
"HIV prevalence","2018","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","285"
"HIV prevalence","2018","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","White","Both sexes","All transmission categories","56","158.6","35,303"
"HIV prevalence","2018","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,343"
"HIV prevalence","2019","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","11","309.5","3,554"
"HIV prevalence","2019","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Asian","Both sexes","All transmission categories","399","87.4","456,622"
"HIV prevalence","2019","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","2,237","1519.3","147,238"
"HIV prevalence","2019","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,366","462.1","295,598"
"HIV prevalence","2019","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","21","183.0","11,475"
"HIV prevalence","2019","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","White","Both sexes","All transmission categories","1,698","370.6","458,160"
"HIV prevalence","2019","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","333","676.6","49,218"
"HIV prevalence","2019","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","194"
"HIV prevalence","2019","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","17"
"HIV prevalence","2019","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","3"
"HIV prevalence","2019","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","108"
"HIV prevalence","2019","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","0"
"HIV prevalence","2019","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","635"
"HIV prevalence","2019","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","27"
"HIV prevalence","2019","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","504"
"HIV prevalence","2019","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","508"
"HIV prevalence","2019","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","967"
"HIV prevalence","2019","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,857"
"HIV prevalence","2019","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","72"
"HIV prevalence","2019","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","27,725"
"HIV prevalence","2019","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","781"
"HIV prevalence","2019","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,912"
"HIV prevalence","2019","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,827"
"HIV prevalence","2019","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","21","712.4","2,948"
"HIV prevalence","2019","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","40","133.8","29,904"
"HIV prevalence","2019","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","383"
"HIV prevalence","2019","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","White","Both sexes","All transmission categories","173","127.0","136,248"
"HIV prevalence","2019","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","8","136.7","5,851"
"HIV prevalence","2019","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","499"
"HIV prevalence","2019","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","629"
"HIV prevalence","2019","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","359"
"HIV prevalence","2019","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,910"
"HIV prevalence","2019","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","90"
"HIV prevalence","2019","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","33,062"
"HIV prevalence","2019","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,112"
"HIV prevalence","2019","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","237"
"HIV prevalence","2019","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","238"
"HIV prevalence","2019","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","195"
"HIV prevalence","2019","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,881"
