"Date Printed: Monday, January 20, 2025 7:18:36 PM"
Title: "HIV diagnoses | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | Heterosexual contact | Injection drug use | Male-to-male sexual contact | Male-to-male sexual contact and injection drug use | Other""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,Geography,FIPS,Transmission Category,Cases,Rate per 100000
"HIV diagnoses","2021","Indiana","18","Male-to-male sexual contact","334","Data not available"
"HIV diagnoses","2021","Indiana","18","Male-to-male sexual contact and injection drug use","33","Data not available"
"HIV diagnoses","2021","Indiana","18","Other","1","Data not available"
"HIV diagnoses","2021","Iowa","19","Heterosexual contact","36","Data not available"
"HIV diagnoses","2021","Iowa","19","Injection drug use","14","Data not available"
"HIV diagnoses","2021","Iowa","19","Male-to-male sexual contact","65","Data not available"
"HIV diagnoses","2021","Iowa","19","Male-to-male sexual contact and injection drug use","9","Data not available"
"HIV diagnoses","2021","Iowa","19","Other","0","Data not available"
"HIV diagnoses","2021","Kansas","20","Heterosexual contact","21","Data not available"
"HIV diagnoses","2021","Kansas","20","Injection drug use","19","Data not available"
"HIV diagnoses","2021","Kansas","20","Male-to-male sexual contact","104","Data not available"
"HIV diagnoses","2021","Kansas","20","Male-to-male sexual contact and injection drug use","10","Data not available"
"HIV diagnoses","2021","Kansas","20","Other","0","Data not available"
"HIV diagnoses","2021","Kentucky","21","Heterosexual contact","54","Data not available"
"HIV diagnoses","2021","Kentucky","21","Injection drug use","85","Data not available"
"HIV diagnoses","2021","Kentucky","21","Male-to-male sexual contact","222","Data not available"
"HIV diagnoses","2021","Kentucky","21","Male-to-male sexual contact and injection drug use","27","Data not available"
"HIV diagnoses","2021","Kentucky","21","Other","0","Data not available"
"HIV diagnoses","2021","Louisiana","22","Heterosexual contact","269","Data not available"
"HIV diagnoses","2021","Louisiana","22","Injection drug use","68","Data not available"
"HIV diagnoses","2021","Louisiana","22","Male-to-male sexual contact","533","Data not available"
"HIV diagnoses","2021","Louisiana","22","Male-to-male sexual contact and injection drug use","25","Data not available"
"HIV diagnoses","2021","Louisiana","22","Other","1","Data not available"
"HIV diagnoses","2021","Maine","23","Heterosexual contact","4","Data not available"
"HIV diagnoses","2021","Maine","23","Injection drug use","2","Data not available"
"HIV diagnoses","2021","Maine","23","Male-to-male sexual contact","21","Data not available"
"HIV diagnoses","2021","Maine","23","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2021","Maine","23","Other","0","Data not available"
"HIV diagnoses","2021","Maryland","24","Heterosexual contact","293","Data not available"
"HIV diagnoses","2021","Maryland","24","Injection drug use","35","Data not available"
"HIV diagnoses","2021","Maryland","24","Male-to-male sexual contact","395","Data not available"
"HIV diagnoses","2021","Maryland","24","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2021","Maryland","24","Other","1","Data not available"
"HIV diagnoses","2021","Massachusetts","25","Heterosexual contact","115","Data not available"
"HIV diagnoses","2021","Massachusetts","25","Injection drug use","107","Data not available"
"HIV diagnoses","2021","Massachusetts","25","Male-to-male sexual contact","206","Data not available"
"HIV diagnoses","2021","Massachusetts","25","Male-to-male sexual contact and injection drug use","15","Data not available"
"HIV diagnoses","2021","Massachusetts","25","Other","1","Data not available"
"HIV diagnoses","2021","Michigan","26","Heterosexual contact","90","Data not available"
"HIV diagnoses","2021","Michigan","26","Injection drug use","41","Data not available"
"HIV diagnoses","2021","Michigan","26","Male-to-male sexual contact","478","Data not available"
"HIV diagnoses","2021","Michigan","26","Male-to-male sexual contact and injection drug use","32","Data not available"
"HIV diagnoses","2021","Michigan","26","Other","1","Data not available"
"HIV diagnoses","2021","Minnesota","27","Heterosexual contact","70","Data not available"
"HIV diagnoses","2021","Minnesota","27","Injection drug use","30","Data not available"
"HIV diagnoses","2021","Minnesota","27","Male-to-male sexual contact","179","Data not available"
"HIV diagnoses","2021","Minnesota","27","Male-to-male sexual contact and injection drug use","16","Data not available"
"HIV diagnoses","2021","Minnesota","27","Other","1","Data not available"
"HIV diagnoses","2021","Mississippi","28","Heterosexual contact","141","Data not available"
"HIV diagnoses","2021","Mississippi","28","Injection drug use","20","Data not available"
"HIV diagnoses","2021","Mississippi","28","Male-to-male sexual contact","258","Data not available"
"HIV diagnoses","2021","Mississippi","28","Male-to-male sexual contact and injection drug use","8","Data not available"
"HIV diagnoses","2021","Mississippi","28","Other","1","Data not available"
"HIV diagnoses","2021","Missouri","29","Heterosexual contact","115","Data not available"
"HIV diagnoses","2021","Missouri","29","Injection drug use","29","Data not available"
"HIV diagnoses","2021","Missouri","29","Male-to-male sexual contact","370","Data not available"
"HIV diagnoses","2021","Missouri","29","Male-to-male sexual contact and injection drug use","31","Data not available"
"HIV diagnoses","2021","Missouri","29","Other","2","Data not available"
"HIV diagnoses","2021","Montana","30","Heterosexual contact","1","Data not available"
"HIV diagnoses","2021","Montana","30","Injection drug use","2","Data not available"
"HIV diagnoses","2021","Montana","30","Male-to-male sexual contact","19","Data not available"
"HIV diagnoses","2021","Montana","30","Male-to-male sexual contact and injection drug use","0","Data not available"
"HIV diagnoses","2021","Montana","30","Other","0","Data not available"
"HIV diagnoses","2021","Nebraska","31","Heterosexual contact","16","Data not available"
"HIV diagnoses","2021","Nebraska","31","Injection drug use","13","Data not available"
"HIV diagnoses","2021","Nebraska","31","Male-to-male sexual contact","65","Data not available"
"HIV diagnoses","2021","Nebraska","31","Male-to-male sexual contact and injection drug use","12","Data not available"
"HIV diagnoses","2021","Nebraska","31","Other","0","Data not available"
"HIV diagnoses","2021","Nevada","32","Heterosexual contact","67","Data not available"
"HIV diagnoses","2021","Nevada","32","Injection drug use","37","Data not available"
"HIV diagnoses","2021","Nevada","32","Male-to-male sexual contact","360","Data not available"
"HIV diagnoses","2021","Nevada","32","Male-to-male sexual contact and injection drug use","37","Data not available"
"HIV diagnoses","2021","Nevada","32","Other","2","Data not available"
"HIV diagnoses","2021","New Hampshire","33","Heterosexual contact","5","Data not available"
"HIV diagnoses","2021","New Hampshire","33","Injection drug use","5","Data not available"
"HIV diagnoses","2021","New Hampshire","33","Male-to-male sexual contact","19","Data not available"
"HIV diagnoses","2021","New Hampshire","33","Male-to-male sexual contact and injection drug use","2","Data not available"
"HIV diagnoses","2021","New Hampshire","33","Other","0","Data not available"
"HIV diagnoses","2021","New Jersey","34","Heterosexual contact","343","Data not available"
"HIV diagnoses","2021","New Jersey","34","Injection drug use","83","Data not available"
"HIV diagnoses","2021","New Jersey","34","Male-to-male sexual contact","582","Data not available"
"HIV diagnoses","2021","New Jersey","34","Male-to-male sexual contact and injection drug use","22","Data not available"
"HIV diagnoses","2021","New Jersey","34","Other","2","Data not available"
"HIV diagnoses","2021","New Mexico","35","Heterosexual contact","18","Data not available"
"HIV diagnoses","2021","New Mexico","35","Injection drug use","15","Data not available"
"HIV diagnoses","2021","New Mexico","35","Male-to-male sexual contact","100","Data not available"
"HIV diagnoses","2021","New Mexico","35","Male-to-male sexual contact and injection drug use","17","Data not available"
"HIV diagnoses","2021","New Mexico","35","Other","0","Data not available"
"HIV diagnoses","2021","New York","36","Heterosexual contact","465","Data not available"
"HIV diagnoses","2021","New York","36","Injection drug use","164","Data not available"
"HIV diagnoses","2021","New York","36","Male-to-male sexual contact","1,419","Data not available"
"HIV diagnoses","2021","New York","36","Male-to-male sexual contact and injection drug use","64","Data not available"
"HIV diagnoses","2021","New York","36","Other","4","Data not available"
"HIV diagnoses","2021","North Carolina","37","Heterosexual contact","300","Data not available"
"HIV diagnoses","2021","North Carolina","37","Injection drug use","66","Data not available"
"HIV diagnoses","2021","North Carolina","37","Male-to-male sexual contact","964","Data not available"
"HIV diagnoses","2021","North Carolina","37","Male-to-male sexual contact and injection drug use","57","Data not available"
"HIV diagnoses","2021","North Carolina","37","Other","2","Data not available"
"HIV diagnoses","2021","North Dakota","38","Heterosexual contact","15","Data not available"
"HIV diagnoses","2021","North Dakota","38","Injection drug use","6","Data not available"
"HIV diagnoses","2021","North Dakota","38","Male-to-male sexual contact","15","Data not available"
"HIV diagnoses","2021","North Dakota","38","Male-to-male sexual contact and injection drug use","2","Data not available"
"HIV diagnoses","2021","North Dakota","38","Other","0","Data not available"
"HIV diagnoses","2021","Ohio","39","Heterosexual contact","184","Data not available"
"HIV diagnoses","2021","Ohio","39","Injection drug use","112","Data not available"
"HIV diagnoses","2021","Ohio","39","Male-to-male sexual contact","570","Data not available"
"HIV diagnoses","2021","Ohio","39","Male-to-male sexual contact and injection drug use","51","Data not available"
"HIV diagnoses","2021","Ohio","39","Other","3","Data not available"
"HIV diagnoses","2021","Oklahoma","40","Heterosexual contact","55","Data not available"
"HIV diagnoses","2021","Oklahoma","40","Injection drug use","40","Data not available"
"HIV diagnoses","2021","Oklahoma","40","Male-to-male sexual contact","264","Data not available"
"HIV diagnoses","2021","Oklahoma","40","Male-to-male sexual contact and injection drug use","27","Data not available"
"HIV diagnoses","2021","Oklahoma","40","Other","0","Data not available"
"HIV diagnoses","2021","Oregon","41","Heterosexual contact","28","Data not available"
"HIV diagnoses","2021","Oregon","41","Injection drug use","27","Data not available"
"HIV diagnoses","2021","Oregon","41","Male-to-male sexual contact","125","Data not available"
"HIV diagnoses","2021","Oregon","41","Male-to-male sexual contact and injection drug use","21","Data not available"
"HIV diagnoses","2021","Oregon","41","Other","0","Data not available"
"HIV diagnoses","2021","Pennsylvania","42","Heterosexual contact","276","Data not available"
"HIV diagnoses","2021","Pennsylvania","42","Injection drug use","84","Data not available"
"HIV diagnoses","2021","Pennsylvania","42","Male-to-male sexual contact","519","Data not available"
"HIV diagnoses","2021","Pennsylvania","42","Male-to-male sexual contact and injection drug use","45","Data not available"
"HIV diagnoses","2021","Pennsylvania","42","Other","1","Data not available"
"HIV diagnoses","2021","Rhode Island","44","Heterosexual contact","7","Data not available"
"HIV diagnoses","2021","Rhode Island","44","Injection drug use","9","Data not available"
"HIV diagnoses","2021","Rhode Island","44","Male-to-male sexual contact","46","Data not available"
"HIV diagnoses","2021","Rhode Island","44","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2021","Rhode Island","44","Other","0","Data not available"
"HIV diagnoses","2021","South Carolina","45","Heterosexual contact","150","Data not available"
"HIV diagnoses","2021","South Carolina","45","Injection drug use","42","Data not available"
"HIV diagnoses","2021","South Carolina","45","Male-to-male sexual contact","432","Data not available"
"HIV diagnoses","2021","South Carolina","45","Male-to-male sexual contact and injection drug use","22","Data not available"
"HIV diagnoses","2021","South Carolina","45","Other","2","Data not available"
"HIV diagnoses","2021","South Dakota","46","Heterosexual contact","7","Data not available"
"HIV diagnoses","2021","South Dakota","46","Injection drug use","5","Data not available"
"HIV diagnoses","2021","South Dakota","46","Male-to-male sexual contact","19","Data not available"
"HIV diagnoses","2021","South Dakota","46","Male-to-male sexual contact and injection drug use","0","Data not available"
"HIV diagnoses","2021","South Dakota","46","Other","0","Data not available"
"HIV diagnoses","2021","Tennessee","47","Heterosexual contact","167","Data not available"
"HIV diagnoses","2021","Tennessee","47","Injection drug use","94","Data not available"
"HIV diagnoses","2021","Tennessee","47","Male-to-male sexual contact","534","Data not available"
"HIV diagnoses","2021","Tennessee","47","Male-to-male sexual contact and injection drug use","35","Data not available"
"HIV diagnoses","2021","Tennessee","47","Other","0","Data not available"
"HIV diagnoses","2021","Texas","48","Heterosexual contact","847","Data not available"
"HIV diagnoses","2021","Texas","48","Injection drug use","243","Data not available"
"HIV diagnoses","2021","Texas","48","Male-to-male sexual contact","3,244","Data not available"
"HIV diagnoses","2021","Texas","48","Male-to-male sexual contact and injection drug use","167","Data not available"
"HIV diagnoses","2021","Texas","48","Other","10","Data not available"
"HIV diagnoses","2021","Utah","49","Heterosexual contact","13","Data not available"
"HIV diagnoses","2021","Utah","49","Injection drug use","3","Data not available"
"HIV diagnoses","2021","Utah","49","Male-to-male sexual contact","98","Data not available"
"HIV diagnoses","2021","Utah","49","Male-to-male sexual contact and injection drug use","19","Data not available"
"HIV diagnoses","2021","Utah","49","Other","0","Data not available"
"HIV diagnoses","2021","Vermont","50","Heterosexual contact","1","Data not available"
"HIV diagnoses","2021","Vermont","50","Injection drug use","1","Data not available"
"HIV diagnoses","2021","Vermont","50","Male-to-male sexual contact","10","Data not available"
"HIV diagnoses","2021","Vermont","50","Male-to-male sexual contact and injection drug use","0","Data not available"
"HIV diagnoses","2021","Vermont","50","Other","0","Data not available"
"HIV diagnoses","2021","Virginia","51","Heterosexual contact","188","Data not available"
"HIV diagnoses","2021","Virginia","51","Injection drug use","35","Data not available"
"HIV diagnoses","2021","Virginia","51","Male-to-male sexual contact","541","Data not available"
"HIV diagnoses","2021","Virginia","51","Male-to-male sexual contact and injection drug use","27","Data not available"
"HIV diagnoses","2021","Virginia","51","Other","2","Data not available"
"HIV diagnoses","2021","Washington","53","Heterosexual contact","83","Data not available"
"HIV diagnoses","2021","Washington","53","Injection drug use","37","Data not available"
"HIV diagnoses","2021","Washington","53","Male-to-male sexual contact","297","Data not available"
"HIV diagnoses","2021","Washington","53","Male-to-male sexual contact and injection drug use","42","Data not available"
"HIV diagnoses","2021","Washington","53","Other","2","Data not available"
"HIV diagnoses","2021","West Virginia","54","Heterosexual contact","15","Data not available"
"HIV diagnoses","2021","West Virginia","54","Injection drug use","89","Data not available"
"HIV diagnoses","2021","West Virginia","54","Male-to-male sexual contact","36","Data not available"
"HIV diagnoses","2021","West Virginia","54","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2021","West Virginia","54","Other","0","Data not available"
"HIV diagnoses","2021","Wisconsin","55","Heterosexual contact","39","Data not available"
"HIV diagnoses","2021","Wisconsin","55","Injection drug use","17","Data not available"
"HIV diagnoses","2021","Wisconsin","55","Male-to-male sexual contact","179","Data not available"
"HIV diagnoses","2021","Wisconsin","55","Male-to-male sexual contact and injection drug use","16","Data not available"
"HIV diagnoses","2021","Wisconsin","55","Other","1","Data not available"
"HIV diagnoses","2021","Wyoming","56","Heterosexual contact","1","Data not available"
"HIV diagnoses","2021","Wyoming","56","Injection drug use","0","Data not available"
"HIV diagnoses","2021","Wyoming","56","Male-to-male sexual contact","4","Data not available"
"HIV diagnoses","2021","Wyoming","56","Male-to-male sexual contact and injection drug use","2","Data not available"
"HIV diagnoses","2021","Wyoming","56","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alabama","01","Heterosexual contact","151","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alabama","01","Injection drug use","27","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alabama","01","Male-to-male sexual contact","390","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alabama","01","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alabama","01","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alaska","02","Heterosexual contact","4","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alaska","02","Injection drug use","3","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alaska","02","Male-to-male sexual contact","18","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alaska","02","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alaska","02","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Heterosexual contact","84","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Injection drug use","53","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Male-to-male sexual contact","456","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Male-to-male sexual contact and injection drug use","54","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arkansas","05","Heterosexual contact","53","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arkansas","05","Injection drug use","9","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arkansas","05","Male-to-male sexual contact","176","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arkansas","05","Male-to-male sexual contact and injection drug use","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arkansas","05","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","California","06","Heterosexual contact","478","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","California","06","Injection drug use","281","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","California","06","Male-to-male sexual contact","3,137","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","California","06","Male-to-male sexual contact and injection drug use","196","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","California","06","Other","5","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Colorado","08","Heterosexual contact","47","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Colorado","08","Injection drug use","17","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Colorado","08","Male-to-male sexual contact","222","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Colorado","08","Male-to-male sexual contact and injection drug use","38","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Colorado","08","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Connecticut","09","Heterosexual contact","53","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Connecticut","09","Injection drug use","14","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Connecticut","09","Male-to-male sexual contact","101","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Connecticut","09","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Connecticut","09","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Delaware","10","Heterosexual contact","29","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Delaware","10","Injection drug use","4","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Delaware","10","Male-to-male sexual contact","58","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Delaware","10","Male-to-male sexual contact and injection drug use","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Delaware","10","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","District of Columbia","11","Heterosexual contact","40","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","District of Columbia","11","Injection drug use","7","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","District of Columbia","11","Male-to-male sexual contact","140","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","District of Columbia","11","Male-to-male sexual contact and injection drug use","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","District of Columbia","11","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Florida","12","Heterosexual contact","991","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Florida","12","Injection drug use","170","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Florida","12","Male-to-male sexual contact","1,911","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Florida","12","Male-to-male sexual contact and injection drug use","92","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Florida","12","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Georgia","13","Heterosexual contact","516","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Georgia","13","Injection drug use","71","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Georgia","13","Male-to-male sexual contact","1,336","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Georgia","13","Male-to-male sexual contact and injection drug use","43","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Georgia","13","Other","3","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Hawaii","15","Heterosexual contact","7","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Hawaii","15","Injection drug use","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Hawaii","15","Male-to-male sexual contact","36","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Hawaii","15","Male-to-male sexual contact and injection drug use","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Hawaii","15","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Idaho","16","Heterosexual contact","3","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Idaho","16","Injection drug use","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Idaho","16","Male-to-male sexual contact","23","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Idaho","16","Male-to-male sexual contact and injection drug use","7","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Idaho","16","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Illinois","17","Heterosexual contact","221","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Illinois","17","Injection drug use","54","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Illinois","17","Male-to-male sexual contact","779","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Illinois","17","Male-to-male sexual contact and injection drug use","26","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Illinois","17","Other","6","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Indiana","18","Heterosexual contact","108","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Indiana","18","Injection drug use","31","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Indiana","18","Male-to-male sexual contact","263","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Indiana","18","Male-to-male sexual contact and injection drug use","28","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Indiana","18","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Iowa","19","Heterosexual contact","21","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Iowa","19","Injection drug use","15","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Iowa","19","Male-to-male sexual contact","57","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Iowa","19","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Iowa","19","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kansas","20","Heterosexual contact","22","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kansas","20","Injection drug use","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kansas","20","Male-to-male sexual contact","100","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kansas","20","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kansas","20","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kentucky","21","Heterosexual contact","43","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kentucky","21","Injection drug use","52","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kentucky","21","Male-to-male sexual contact","184","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kentucky","21","Male-to-male sexual contact and injection drug use","22","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Kentucky","21","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Louisiana","22","Heterosexual contact","224","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Louisiana","22","Injection drug use","49","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Louisiana","22","Male-to-male sexual contact","415","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Louisiana","22","Male-to-male sexual contact and injection drug use","23","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Louisiana","22","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maine","23","Heterosexual contact","5","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maine","23","Injection drug use","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maine","23","Male-to-male sexual contact","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maine","23","Male-to-male sexual contact and injection drug use","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maine","23","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maryland","24","Heterosexual contact","296","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maryland","24","Injection drug use","23","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maryland","24","Male-to-male sexual contact","385","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maryland","24","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maryland","24","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Massachusetts","25","Heterosexual contact","111","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Massachusetts","25","Injection drug use","96","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Massachusetts","25","Male-to-male sexual contact","198","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Massachusetts","25","Male-to-male sexual contact and injection drug use","22","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Massachusetts","25","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Michigan","26","Heterosexual contact","85","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Michigan","26","Injection drug use","30","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Michigan","26","Male-to-male sexual contact","383","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Michigan","26","Male-to-male sexual contact and injection drug use","20","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Michigan","26","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Minnesota","27","Heterosexual contact","39","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Minnesota","27","Injection drug use","19","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Minnesota","27","Male-to-male sexual contact","149","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Minnesota","27","Male-to-male sexual contact and injection drug use","22","Data not available"
